Description,Stop ID,Longitude,Latitude,Routes,Municipality,Nearest Intersection,Bikerack,Bench,Shelter,Info Booth,Signpost,Discontinued,Location,NYS Municipal Boundaries,New York Zip Codes,Counties
Albany Ave & Pine St,11102,-73.69722,42.7359,"182, 809",GREEN ISLAND,PINE,No,No,No,No,Yes,No,"{'latitude': '42.7359', 'longitude': '-73.69722'}",833,13,2030
Old Loudon Rd & Cobbee Rd,3100,-73.754298,42.756553,182,COLONIE,JEANNE JUGAN,No,No,No,No,Yes,No,"{'latitude': '42.756553', 'longitude': '-73.754298'}",834,1288,2030
Station Ln & West Ave,12100,-73.80466,43.0829,451,SARATOGA SPRINGS,STATION,No,No,No,No,Yes,No,"{'latitude': '43.0829', 'longitude': '-73.80466'}",994,147,2141
Kenwood Ave & Grove St,11586,-73.864293,42.629201,719,BETHLEHEM,EDGEWOOD,No,No,No,No,Yes,No,"{'latitude': '42.629201', 'longitude': '-73.864293'}",837,1406,2030
Livingston Ave & Terminal St,10349,-73.773185,42.672156,"138,801, 804",ALBANY,TERMINAL,No,No,No,No,Yes,No,"{'latitude': '42.672156', 'longitude': '-73.773185'}",814,43,2030
Pawling Ave & Plum Ave,4395,-73.65881,42.70414,286,TROY,PLUM,No,No,No,No,Yes,No,"{'latitude': '42.70414', 'longitude': '-73.65881'}",110,11,2138
Madison Ave & W. Lawrence St,275,-73.7904,42.6655,806,ALBANY,MAIN,No,No,No,No,No,No,"{'latitude': '42.6655', 'longitude': '-73.7904'}",814,40,2030
12 Corporate Woods Blvd,11532,-73.766178,42.684731,737,COLONIE,CORPORATE WOODS,No,No,No,No,Yes,No,"{'latitude': '42.684731', 'longitude': '-73.766178'}",834,48,2030
Rt 50 & Union St,2253,-73.84876,43.01159,"450, 451",MILTON,UNION,No,No,No,No,Yes,No,"{'latitude': '43.01159', 'longitude': '-73.84876'}",999,1148,2141
Rt 50 & Littles Rd,2341,-73.878729,42.929591,450,BALLSTON,LITTLES,No,No,No,No,Yes,No,"{'latitude': '42.929591', 'longitude': '-73.878729'}",1011,1147,2141
Columbia St & Main St,4090,-73.70091,42.76994,182,COHOES,REMSEN,No,No,No,No,Yes,No,"{'latitude': '42.76994', 'longitude': '-73.70091'}",835,1176,2030
Arch St & Cohoes Ave,11034,-73.696276,42.746754,"182, 809",GREEN ISLAND,JOHN,No,No,No,No,Yes,No,"{'latitude': '42.746754', 'longitude': '-73.696276'}",833,13,2030
Lark St & Madison Ave,589,-73.76755,42.65264,"13,18,734,763,801, 870",ALBANY,HAMILTON,No,No,No,No,Yes,No,"{'latitude': '42.65264', 'longitude': '-73.76755'}",814,47,2030
Broad St & 4th St (Key Bank),822,-73.679198,42.790413,85,WATERFORD,ALLEY,No,No,Yes,No,Yes,No,"{'latitude': '42.790413', 'longitude': '-73.679198'}",992,18,2141
Jefferson St & Lincoln Ave,12162,-73.78053,43.07366,451,SARATOGA SPRINGS,WEBSTER,No,No,No,No,Yes,No,"{'latitude': '43.07366', 'longitude': '-73.78053'}",994,147,2141
Rowland St & Birchwood Ln,12947,-73.848772,43.021412,540,MILTON,BIRCHWOOD,No,No,No,No,Yes,No,"{'latitude': '43.021412', 'longitude': '-73.848772'}",999,1148,2141
2nd Ave & Slingerland St,3318,-73.771306,42.639296,"6,801,803,804, 809",ALBANY,CLARE,No,No,No,No,Yes,No,"{'latitude': '42.639296', 'longitude': '-73.771306'}",814,46,2030
Burdett Ave & Detroit Ave,10050,-73.67051,42.73637,87,TROY,HUTTON,No,Yes,Yes,No,Yes,No,"{'latitude': '42.73637', 'longitude': '-73.67051'}",110,11,2138
Geyser Rd & Casino Dr,12777,,,451,SARATOGA SPRINGS,CASINO,No,No,No,No,Yes,No,,,,
Broadway & Avenue of the Pines,12530,-73.78857,43.06336,,SARATOGA SPRINGS,AVENUE OF THE PINES,No,No,No,No,Yes,No,"{'latitude': '43.06336', 'longitude': '-73.78857'}",994,147,2141
8 British American Blvd (Medical Liability Ins.),12576,-73.821938,42.759797,"117, 737",COLONIE,CORNELL,No,No,No,No,Yes,No,"{'latitude': '42.759797', 'longitude': '-73.821938'}",834,1288,2030
Delaware Ave & Mason Rd,11431,-73.80847,42.62966,18,BETHLEHEM,MASON,No,No,No,No,Yes,No,"{'latitude': '42.62966', 'longitude': '-73.80847'}",837,1180,2030
5th Ave & 124th St,4467,-73.66876,42.78471,80,TROY,124TH,No,No,No,No,Yes,No,"{'latitude': '42.78471', 'longitude': '-73.66876'}",110,12,2138
Broadway & Wilson St,10865,-73.748654,42.656166,"22,801, 803",ALBANY,WILSON,No,No,No,No,Yes,No,"{'latitude': '42.656166', 'longitude': '-73.748654'}",814,44,2030
121 Everett Rd (Health Park),10372,-73.77204,42.69463,737,COLONIE,WESTSIDE,No,No,No,No,Yes,No,"{'latitude': '42.69463', 'longitude': '-73.77204'}",834,48,2030
Delaware Ave & Maple Ridge Ave,2986,-73.78745,42.639,18,ALBANY,MAPLERIDGE,No,No,No,No,Yes,No,"{'latitude': '42.639', 'longitude': '-73.78745'}",814,46,2030
Ballston Ave & W. Fenlon St,12844,,,"450, 451",SARATOGA SPRINGS,BALLSTON,No,No,No,No,Yes,No,,,,
Jay St & Warren St,12915,-73.938315,42.817244,871,SCHENECTADY,WARREN,No,No,No,No,No,No,"{'latitude': '42.817244', 'longitude': '-73.938315'}",104,74,2142
5th Ave & 110th St,4378,-73.67653,42.76753,80,TROY,109TH,No,No,No,No,Yes,No,"{'latitude': '42.76753', 'longitude': '-73.67653'}",110,12,2138
6th Ave & Jacob St,4423,-73.68428,42.73574,"80, 522",TROY,6TH,No,No,No,No,Yes,No,"{'latitude': '42.73574', 'longitude': '-73.68428'}",110,11,2138
New Loudon Rd & Homestead Dr,975,-73.760139,42.72635,182,COLONIE,ARTHUR,No,No,No,No,Yes,No,"{'latitude': '42.72635', 'longitude': '-73.760139'}",834,1288,2030
Crane St & 8th St,10279,-73.94598,42.79572,353,SCHENECTADY,7TH,No,No,No,No,Yes,No,"{'latitude': '42.79572', 'longitude': '-73.94598'}",104,72,2142
Rt 4 & Blooming Grove Rd,11145,-73.69303,42.65774,"224, 808",NORTH GREENBUSH,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.65774', 'longitude': '-73.69303'}",125,1309,2138
Union Ave & Saratoga Race Track Gate 1,12190,-73.76959,43.07494,840,SARATOGA SPRINGS,SARATOGA RACECOURSE NYRA,No,No,No,No,No,No,"{'latitude': '43.07494', 'longitude': '-73.76959'}",994,147,2141
Central Ave & Rapple Rd,2365,-73.844136,42.727359,355,COLONIE,RAPPLE,No,No,No,No,Yes,No,"{'latitude': '42.727359', 'longitude': '-73.844136'}",834,42,2030
Henry Johnson Blvd & 2nd St,3340,-73.75983,42.66265,"182, 737",ALBANY,2ND,No,No,Yes,No,Yes,No,"{'latitude': '42.66265', 'longitude': '-73.75983'}",814,43,2030
Columbia Tpke & Brown Dr,10155,-73.68758,42.57251,233,SCHODACK,SUNSET,No,No,No,No,Yes,No,"{'latitude': '42.57251', 'longitude': '-73.68758'}",112,1158,2138
Rt 7 & Rotterdam Corporation Park,11308,-73.990655,42.788082,351,ROTTERDAM,FRANK,No,No,Yes,No,Yes,No,"{'latitude': '42.788082', 'longitude': '-73.990655'}",105,75,2142
3rd Ave & 7th St,10,-73.70626,42.71447,"22, 809",WATERVLIET,7TH,No,No,No,No,Yes,No,"{'latitude': '42.71447', 'longitude': '-73.70626'}",828,19,2030
Quail St & 2nd St,10699,-73.769635,42.667914,"100,803, 805",ALBANY,3RD,No,No,No,No,Yes,No,"{'latitude': '42.667914', 'longitude': '-73.769635'}",814,43,2030
Elm Ave & Axbridge Ln,2591,-73.843953,42.607423,719,BETHLEHEM,ELM,No,No,No,No,Yes,No,"{'latitude': '42.607423', 'longitude': '-73.843953'}",837,1180,2030
Union St & Garner St,3638,-73.90677,42.8057,370,SCHENECTADY,GARNER,No,No,No,No,Yes,No,"{'latitude': '42.8057', 'longitude': '-73.90677'}",104,78,2142
Deleware Ave & Roweland Ave,1322,-73.839012,42.619991,18,BETHLEHEM,WINNE,No,No,No,No,Yes,No,"{'latitude': '42.619991', 'longitude': '-73.839012'}",837,1180,2030
Western Ave & Quail St,283,-73.777041,42.661861,"10,11, 808",ALBANY,CORTLAND,No,No,No,No,Yes,No,"{'latitude': '42.661861', 'longitude': '-73.777041'}",814,40,2030
Buckingham Dr &  New Scotland Ave,11518,-73.81158,42.65926,734,ALBANY,RAMP,No,No,No,No,Yes,No,"{'latitude': '42.65926', 'longitude': '-73.81158'}",814,45,2030
Exit 9 - Crossing Park & Ride,12307,-73.77089,42.8602,540,CLIFTON PARK,CROSSING,No,No,Yes,No,Yes,No,"{'latitude': '42.8602', 'longitude': '-73.77089'}",1009,1190,2141
New Scotland Ave & S. Main Ave,695,-73.79847,42.65535,"13,804, 806",ALBANY,FLEETWOOD,No,No,No,No,Yes,No,"{'latitude': '42.65535', 'longitude': '-73.79847'}",814,45,2030
Watervliet Ave & Hunter Ave,10344,,,"99,125,138,803, 804",ALBANY,CENTRAL,No,No,No,No,Yes,No,,,,
Washington Ave & Manning Blvd,11581,-73.79105,42.67271,"12, 114",ALBANY,MANNING,No,Yes,Yes,No,Yes,No,"{'latitude': '42.67271', 'longitude': '-73.79105'}",814,40,2030
Quail St & Morris St,3489,-73.780985,42.658351,100,ALBANY,YATES,No,No,No,No,Yes,No,"{'latitude': '42.658351', 'longitude': '-73.780985'}",814,45,2030
Hackett Blvd & Fullerton St,1162,-73.78809,42.64529,"734, 805",ALBANY,JOANNE,No,No,No,No,Yes,No,"{'latitude': '42.64529', 'longitude': '-73.78809'}",814,46,2030
Columbia St & Central Ave,4008,-73.704646,42.769772,"522, 802",COHOES,BEDFORD,No,No,No,No,Yes,No,"{'latitude': '42.769772', 'longitude': '-73.704646'}",835,1176,2030
102 Elm Ave (Bethlehem Lutheran Church),2598,-73.84578,42.61079,719,BETHLEHEM,MURRAY,No,No,No,No,Yes,No,"{'latitude': '42.61079', 'longitude': '-73.84578'}",837,1180,2030
Whitehall Rd & S. Manning Blvd,1294,-73.81004,42.65042,"6,13,113,138,801, 804",ALBANY,MANNING,No,Yes,Yes,No,Yes,No,"{'latitude': '42.65042', 'longitude': '-73.81004'}",814,45,2030
Livingston Ave & Henry Johnson Blvd,2178,-73.758846,42.663792,"100,138,801,803, 805",ALBANY,HENRY JOHNSON,No,Yes,Yes,No,Yes,No,"{'latitude': '42.663792', 'longitude': '-73.758846'}",814,43,2030
Carman Rd & Rainbow Dr,1582,-73.93821,42.72808,763,GUILDERLAND,SUNSET,No,No,No,No,Yes,No,"{'latitude': '42.72808', 'longitude': '-73.93821'}",832,72,2030
Rt 9 & Avenue of the Pines,12523,-73.78823,43.06291,,SARATOGA SPRINGS,AVENUE OF THE PINES,No,No,No,No,No,No,"{'latitude': '43.06291', 'longitude': '-73.78823'}",994,147,2141
Altamont Ave & Woolsey St,11216,-73.932978,42.792571,352,SCHENECTADY,HAWTHORNE,No,No,No,No,Yes,No,"{'latitude': '42.792571', 'longitude': '-73.932978'}",104,73,2142
S. Allen St & Bower St,10833,-73.79823,42.660681,"138,801,804, 806",ALBANY,BOWER,No,No,No,No,Yes,No,"{'latitude': '42.660681', 'longitude': '-73.79823'}",814,45,2030
Price Chopper Slingerlands,10122,-73.857343,42.63877,"13,18, 113",BETHLEHEM,PRICE CHOPPER-SLINGERLANDS,No,No,No,No,Yes,No,"{'latitude': '42.63877', 'longitude': '-73.857343'}",837,1406,2030
Northern Blvd & Van Rensselaer Blvd,1972,-73.74399,42.677013,804,ALBANY,NORTHERN,No,No,No,No,No,No,"{'latitude': '42.677013', 'longitude': '-73.74399'}",814,41,2030
Colonial Ave & Circle Ln,10637,-73.80775,42.66504,"734, 806",ALBANY,STONEHENGE,No,No,No,No,Yes,No,"{'latitude': '42.66504', 'longitude': '-73.80775'}",814,40,2030
2nd Ave & 110th St,801,-73.679996,42.768499,85,TROY,109TH,No,No,No,No,Yes,No,"{'latitude': '42.768499', 'longitude': '-73.679996'}",110,12,2138
Columbia Tpke & Ondernonk Ave,2245,-73.72849,42.61316,233,EAST GREENBUSH,COLUMBIA TPKE,No,No,No,No,Yes,No,"{'latitude': '42.61316', 'longitude': '-73.72849'}",129,1309,2138
Remsen St & Cayuga St,4148,-73.70086,42.776071,"182, 522",COHOES,MOHAWK,No,No,No,No,Yes,No,"{'latitude': '42.776071', 'longitude': '-73.70086'}",835,1176,2030
Delaware Ave & Stanwix St,486,-73.78203,42.64097,"18,801, 805",ALBANY,STANNIX,No,No,No,No,Yes,No,"{'latitude': '42.64097', 'longitude': '-73.78203'}",814,46,2030
700 New Loudon Rd (Advanced AutoParts),1893,-73.76218,42.73862,182,COLONIE,STATE HWY 155,No,No,No,No,Yes,No,"{'latitude': '42.73862', 'longitude': '-73.76218'}",834,1288,2030
Pawling Ave & Ford Ave,4455,-73.65997,42.70515,286,TROY,PAWLING,No,No,No,No,Yes,No,"{'latitude': '42.70515', 'longitude': '-73.65997'}",110,11,2138
Washington Ave & N. Main Ave,3264,-73.78404,42.66887,"12,99, 803",ALBANY,ERIE,No,No,No,No,Yes,No,"{'latitude': '42.66887', 'longitude': '-73.78404'}",814,43,2030
1568 Columbia Tpke,2576,-73.68888,42.57437,233,SCHODACK,SUNSET,No,No,No,No,Yes,No,"{'latitude': '42.57437', 'longitude': '-73.68888'}",112,1158,2138
Van Vranken Ave & Lang St,3547,-73.92495,42.82295,"351, 998",SCHENECTADY,LANG,No,No,No,No,Yes,No,"{'latitude': '42.82295', 'longitude': '-73.92495'}",104,77,2142
Columbia St & Baker Ave,7529,-73.72771,42.77196,182,COHOES,FRANCIS,No,No,No,No,Yes,No,"{'latitude': '42.77196', 'longitude': '-73.72771'}",835,1176,2030
Ormond St & Berkshire Blvd,9009,-73.81132,42.66668,"734, 806",ALBANY,CORTLAND,No,No,No,No,Yes,No,"{'latitude': '42.66668', 'longitude': '-73.81132'}",814,40,2030
Southern Blvd & Leighton St,17,-73.78259,42.63656,806,ALBANY,MCALPIN,No,No,No,No,Yes,No,"{'latitude': '42.63656', 'longitude': '-73.78259'}",814,46,2030
Rt 156 @ Altamont Oaks,11950,-74.030029,42.696285,719,GUILDERLAND,RT-21-PARKING LOT-PAISANOS PIZZA,No,No,No,No,Yes,No,"{'latitude': '42.696285', 'longitude': '-74.030029'}",832,1142,2030
Berkshire Blvd & Colonial Ave,10658,,,"734, 806",ALBANY,COLONIAL,No,No,No,No,Yes,No,,,,
Henry Johnson Blvd & Livingston Ave,3352,-73.75858,42.66381,"182,737, 801",ALBANY,LIVINGSTON,No,No,No,No,Yes,No,"{'latitude': '42.66381', 'longitude': '-73.75858'}",814,43,2030
S. Manning Blvd & Keeler Dr,10828,-73.80867,42.65083,"6,13,113, 138",ALBANY,KEELER,No,No,No,No,Yes,No,"{'latitude': '42.65083', 'longitude': '-73.80867'}",814,45,2030
3rd St & Monroe St,4435,-73.69338,42.71722,"85, 224",TROY,MADISON,No,No,No,No,Yes,No,"{'latitude': '42.71722', 'longitude': '-73.69338'}",110,11,2138
Western Ave & Lawton Terr,10602,-73.8576,42.68763,"10,190, 763",GUILDERLAND,GABRIEL,No,No,No,No,Yes,No,"{'latitude': '42.68763', 'longitude': '-73.8576'}",832,40,2030
Buckingham Dr & Holmesdale Ave,10361,-73.812332,42.659738,734,ALBANY,RAMP,No,No,No,No,Yes,No,"{'latitude': '42.659738', 'longitude': '-73.812332'}",814,45,2030
Hackett Blvd & Clayton Pl,1176,-73.79123,42.64676,"734, 805",ALBANY,CLAYTON,No,No,No,No,Yes,No,"{'latitude': '42.64676', 'longitude': '-73.79123'}",814,46,2030
New Scotland Ave & Morris St,1175,-73.77317,42.65392,"13, 734",ALBANY,DANA,No,No,Yes,No,Yes,No,"{'latitude': '42.65392', 'longitude': '-73.77317'}",814,45,2030
Central Ave & Lexington Ave,136,-73.767022,42.660076,"1, 807",ALBANY,LEXINGTON,No,No,No,No,Yes,No,"{'latitude': '42.660076', 'longitude': '-73.767022'}",814,43,2030
Sand Creek Rd & Brickley Ave,10558,-73.794432,42.700036,125,COLONIE,ADMIRAL,No,No,No,No,Yes,No,"{'latitude': '42.700036', 'longitude': '-73.794432'}",834,42,2030
Quail St & Hamilton St,3483,-73.779016,42.660233,100,ALBANY,HAMILTON,No,No,No,No,Yes,No,"{'latitude': '42.660233', 'longitude': '-73.779016'}",814,40,2030
Durham School Bus Garage,12932,-73.768231,42.610536,7,BETHLEHEM,CORNING HILL,No,No,No,No,Yes,No,"{'latitude': '42.610536', 'longitude': '-73.768231'}",837,1225,2030
Washington Ave & Maryland Ave,10759,-73.709326,42.655515,"214, 808",RENSSELAER,DELAWARE,No,No,No,No,Yes,No,"{'latitude': '42.655515', 'longitude': '-73.709326'}",115,1309,2138
Vliet Blvd & Lighthall Ave,4158,-73.72682,42.77929,802,COHOES,LIGHTHALL,No,No,No,No,Yes,No,"{'latitude': '42.77929', 'longitude': '-73.72682'}",835,1176,2030
5th St & Sacandaga Rd,3565,-73.96873,42.83147,353,GLENVILLE,ROOT,No,No,No,No,Yes,No,"{'latitude': '42.83147', 'longitude': '-73.96873'}",108,50,2142
Broadway & Eleanor St,1627,-73.97161,42.79528,351,SCHENECTADY,BROADWAY,No,No,No,No,Yes,No,"{'latitude': '42.79528', 'longitude': '-73.97161'}",104,75,2142
Point of Woods (Crestwood Terr),11346,-73.87679,42.71302,"155,801, 806",ALBANY,CRESTWOOD,No,No,No,No,Yes,No,"{'latitude': '42.71302', 'longitude': '-73.87679'}",814,40,2030
Carman Rd & Lone Pine Dr,1654,-73.93989,42.73605,763,GUILDERLAND,LONE PINE,No,No,No,No,Yes,No,"{'latitude': '42.73605', 'longitude': '-73.93989'}",832,72,2030
Madison Ave & New Scotland Ave,348,-73.77228,42.65499,"114,763, 806",ALBANY,NEW SCOTLAND,No,No,Yes,No,Yes,No,"{'latitude': '42.65499', 'longitude': '-73.77228'}",814,45,2030
Main Care,10713,-73.76634,42.61992,"7, 806",BETHLEHEM,RIVER,No,No,No,No,Yes,No,"{'latitude': '42.61992', 'longitude': '-73.76634'}",837,1225,2030
Eagle Mills,11009,-73.60255,42.72893,,BRUNSWICK,PARSONAGE,No,No,No,No,Yes,No,"{'latitude': '42.72893', 'longitude': '-73.60255'}",130,11,2138
Carman Rd & Lydius St,1561,-73.94373,42.75494,763,GUILDERLAND,LYDIUS,No,No,No,No,Yes,No,"{'latitude': '42.75494', 'longitude': '-73.94373'}",832,72,2030
Marwill St & Ten Eyck Ave,11921,-73.78773,42.64384,806,ALBANY,TEN EYCK,No,No,No,No,Yes,No,"{'latitude': '42.64384', 'longitude': '-73.78773'}",814,46,2030
Nott St & Glenwood Rd,3519,-73.91546,42.818809,"352, 354",SCHENECTADY,NOTT,No,No,No,No,Yes,No,"{'latitude': '42.818809', 'longitude': '-73.91546'}",104,77,2142
Hillside Ave at Village Meadows,11286,-73.909241,42.833225,351,NISKAYUNA,PRAIRIE,No,No,No,No,Yes,No,"{'latitude': '42.833225', 'longitude': '-73.909241'}",107,78,2142
Rt 7 & Ronald Dr,2474,-73.81725,42.76826,"117,370, 737",COLONIE,RONALD,No,No,No,No,Yes,No,"{'latitude': '42.76826', 'longitude': '-73.81725'}",834,1288,2030
Kailberg Rd & Wood Ave,12402,-73.91283,42.83291,351,SCHENECTADY,WOOD,No,No,No,No,Yes,No,"{'latitude': '42.83291', 'longitude': '-73.91283'}",104,78,2142
Rt 50 & Forrest Rd,2318,-73.88642,42.92035,450,BALLSTON,FOREST,No,No,No,No,Yes,No,"{'latitude': '42.92035', 'longitude': '-73.88642'}",1011,1153,2141
176 Menands Rd,12671,,,182,COLONIE,WILDWOOD,No,No,No,No,Yes,No,,,,
Columbia St & Pasinella (Eddy Ford Nursing Home),4018,-73.72358,42.77285,182,COHOES,SUNSET,No,Yes,Yes,No,Yes,No,"{'latitude': '42.77285', 'longitude': '-73.72358'}",835,1176,2030
Nott St & Carrie St,11620,-73.92834,42.82021,"351,354, 998",SCHENECTADY,CARRIE,No,No,No,No,Yes,No,"{'latitude': '42.82021', 'longitude': '-73.92834'}",104,77,2142
200 Southern Blvd (Thruway Authority),12652,-73.776311,42.629581,719,ALBANY,MOUNT HOPE,No,No,No,No,Yes,No,"{'latitude': '42.629581', 'longitude': '-73.776311'}",814,39,2030
George St & Lafayette St,11023,-73.69369,42.73847,182,GREEN ISLAND,HUDSON,No,No,No,No,Yes,No,"{'latitude': '42.73847', 'longitude': '-73.69369'}",833,13,2030
Delaware Ave & Lincoln Ave,1429,-73.81876,42.62725,18,BETHLEHEM,LINCOLN,No,No,No,No,Yes,No,"{'latitude': '42.62725', 'longitude': '-73.81876'}",837,1180,2030
Nott Terrace & Nott Terrace Heights,3747,-73.934519,42.812915,"351,354,370, 830",SCHENECTADY,NOTT,No,No,Yes,No,No,No,"{'latitude': '42.812915', 'longitude': '-73.934519'}",104,77,2142
Rt 7 & Birchwood Ln,2492,-73.8367,42.77683,370,NISKAYUNA,BIRCHWOOD,No,No,No,No,Yes,No,"{'latitude': '42.77683', 'longitude': '-73.8367'}",107,78,2142
Broadway & N. 3rd St,4225,-73.73715,42.67354,"22,801, 805",ALBANY,NORTH,No,No,No,No,Yes,No,"{'latitude': '42.67354', 'longitude': '-73.73715'}",814,41,2030
Altamont Rd & Francis Ln,12756,,,719,NEW SCOTLAND,FRANCIS,No,No,No,No,Yes,No,,,,
Hibernians Hass (Schenectady Senior Center),12952,,,830,SCHENECTADY,NASSAU,No,No,No,No,Yes,No,,,,
Manor Ave & N. 3rd St,11751,-73.72325,42.78573,"522, 802",COHOES,MIDDLE,No,No,No,No,Yes,No,"{'latitude': '42.78573', 'longitude': '-73.72325'}",835,1176,2030
20 N. Pearl St (Walgreens Shelter),3943,-73.75224,42.65045,"6,7,100,125,138,716,803,804,805, 809",ALBANY,STATE HWY 5,No,Yes,Yes,No,Yes,No,"{'latitude': '42.65045', 'longitude': '-73.75224'}",814,44,2030
State St & Elliot Ave,2288,-73.906865,42.783033,355,SCHENECTADY,ELLIOT,No,No,No,No,Yes,No,"{'latitude': '42.783033', 'longitude': '-73.906865'}",104,73,2142
George St & Market St,11097,-73.69287,42.74089,"182, 809",GREEN ISLAND,MARKET,No,No,No,No,Yes,No,"{'latitude': '42.74089', 'longitude': '-73.69287'}",833,13,2030
Nott St & Carrie St,11271,-73.928487,42.820156,"351, 354",SCHENECTADY,TERRACE,No,No,No,No,Yes,No,"{'latitude': '42.820156', 'longitude': '-73.928487'}",104,77,2142
Columbia St & Bridgette Cir,12683,-73.738435,42.767806,182,COLONIE,BRIDGET,No,No,No,No,Yes,No,"{'latitude': '42.767806', 'longitude': '-73.738435'}",834,1176,2030
600 Rt 4 (Home Depot),10767,-73.697667,42.647148,214,EAST GREENBUSH,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.647148', 'longitude': '-73.697667'}",129,1309,2138
Vandenburg Ave & Vandenburg Pl,4255,-73.688811,42.701046,"85, 224",TROY,VANDENBURGH,No,No,No,No,Yes,No,"{'latitude': '42.701046', 'longitude': '-73.688811'}",110,11,2138
State St & Gifford Rd,2379,-73.89914,42.77597,355,SCHENECTADY,STATE HWY 5,No,No,No,No,Yes,No,"{'latitude': '42.77597', 'longitude': '-73.89914'}",104,73,2142
Central Ave & Wilber Ave,2697,-73.88632,42.76447,355,COLONIE,WILBER,No,No,No,No,Yes,No,"{'latitude': '42.76447', 'longitude': '-73.88632'}",834,73,2030
50 Wolf Rd,10523,-73.81499,42.71349,"1,117,125,190, 807",COLONIE,UNKNOWN,No,No,Yes,No,Yes,No,"{'latitude': '42.71349', 'longitude': '-73.81499'}",834,42,2030
Broadway & Columbia St,12905,,,,ALBANY,COLUMBIA,No,No,No,No,No,No,,,,
Hoosick St & N. Lake Ave,2860,-73.658817,42.739451,"87, 96",TROY,LAKE,No,No,No,No,Yes,No,"{'latitude': '42.739451', 'longitude': '-73.658817'}",110,11,2138
Washington Ave & S. Swan St,3301,-73.75886,42.65418,"1,10,12,13,18,182,734,737,763,801,807, 808",ALBANY,HAWK,No,Yes,Yes,No,Yes,No,"{'latitude': '42.65418', 'longitude': '-73.75886'}",814,44,2030
Rt 50 & Charlton Rd,11167,-73.925517,42.885332,450,GLENVILLE,STOTTLE,No,No,No,No,Yes,No,"{'latitude': '42.885332', 'longitude': '-73.925517'}",108,50,2142
Cardinal Ave & New Scotland Ave,1058,-73.7961,42.65438,805,ALBANY,NEW SCOTLAND,No,No,No,No,Yes,No,"{'latitude': '42.65438', 'longitude': '-73.7961'}",814,45,2030
Harold St & Roosevelt St,11393,-73.99001,42.79039,351,ROTTERDAM,ROOSEVELT,No,No,No,No,Yes,No,"{'latitude': '42.79039', 'longitude': '-73.99001'}",105,75,2142
Broadway & Lower Broadway,1640,-73.95489,42.80314,"351, 763",SCHENECTADY,DELAWARE,No,No,No,No,Yes,No,"{'latitude': '42.80314', 'longitude': '-73.95489'}",104,75,2142
King St & Federal St,4278,-73.687431,42.735014,"85,87,96, 999",TROY,KING,No,No,No,No,Yes,No,"{'latitude': '42.735014', 'longitude': '-73.687431'}",110,11,2138
Western Ave & Camp Terr,379,-73.86285,42.68924,"117,719, 763",GUILDERLAND,CENTRE,No,No,No,No,Yes,No,"{'latitude': '42.68924', 'longitude': '-73.86285'}",832,40,2030
Broad St & 6th St,11630,-73.681384,42.791232,85,WATERFORD,BROAD,No,No,No,No,Yes,No,"{'latitude': '42.791232', 'longitude': '-73.681384'}",992,18,2141
6th Ave &  Federal (O' Neill Apts),10005,-73.68552,42.73421,"80,522,815, 999",TROY,RAMP,No,No,No,No,Yes,No,"{'latitude': '42.73421', 'longitude': '-73.68552'}",110,11,2138
Guilderland Ave & Ontario St,3687,-73.96635,42.79219,763,SCHENECTADY,GUILDERLAND,No,No,No,No,Yes,No,"{'latitude': '42.79219', 'longitude': '-73.96635'}",104,75,2142
Columbia Tpke & Jacob St,2732,-73.69715,42.58647,233,EAST GREENBUSH,SPRINGHURST,No,No,No,No,Yes,No,"{'latitude': '42.58647', 'longitude': '-73.69715'}",129,1186,2138
3rd St & Adams St,7115,-73.69205,42.72311,"85, 224",TROY,WASHINGTON,No,No,No,No,Yes,No,"{'latitude': '42.72311', 'longitude': '-73.69205'}",110,11,2138
Chatham St & Kaunemeek St,2229,-73.61084,42.51369,520,NASSAU,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.51369', 'longitude': '-73.61084'}",126,1296,2138
